brand_name,generic_name,manufacturer,source
Tobradex,Tobramycin + Dexamethasone,Novartis,TMT-NHSO
Pred Forte,Prednisolone acetate ophthalmic,,TMT-NHSO
Timolol eye drops,Timolol maleate,,TMT-NHSO
Timoptic,Timolol maleate,MSD,TMT-NHSO
Xalatan,Latanoprost,Pfizer,TMT-NHSO
Lumigan,Bimatoprost,Allergan,TMT-NHSO
Travatan,Travoprost,Novartis,TMT-NHSO
Trusopt,Dorzolamide hydrochloride,MSD,TMT-NHSO
Cosopt,Dorzolamide + Timolol,MSD,TMT-NHSO
Refresh,Carboxymethylcellulose sodium,,TMT-NHSO
Systane,Polyethylene glycol + Propylene glycol,,TMT-NHSO
Betadine,Povidone-iodine,,TMT-NHSO
Chlorhexidine,Chlorhexidine gluconate,,TMT-NHSO
Silver sulfadiazine,Silver sulfadiazine,,TMT-NHSO
Silvadene,Silver sulfadiazine,,TMT-NHSO
Fucidin,Fusidic acid,LEO Pharma,TMT-NHSO
Mupirocin,Mupirocin,,TMT-NHSO
Bactroban,Mupirocin,GSK,TMT-NHSO
Clotrimazole cream,Clotrimazole,,TMT-NHSO
Canesten,Clotrimazole,Bayer,TMT-NHSO
Ketoconazole cream,Ketoconazole,,TMT-NHSO
Nizoral,Ketoconazole,Johnson & Johnson,TMT-NHSO
Dermovate,Clobetasol propionate,GSK,TMT-NHSO
Elomet,Mometasone furoate topical,MSD,TMT-NHSO
Betnovate,Betamethasone valerate,GSK,TMT-NHSO
Hydrocortisone cream,Hydrocortisone topical,,TMT-NHSO
Advantan,Methylprednisolone aceponate,,TMT-NHSO
Daktarin,Miconazole,,TMT-NHSO
Locoid,Hydrocortisone butyrate,,TMT-NHSO
Isotretinoin,Isotretinoin,,TMT-NHSO
Roaccutane,Isotretinoin,Roche,TMT-NHSO
Adapalene,Adapalene,,TMT-NHSO
Differin,Adapalene,Galderma,TMT-NHSO
Benzac,Benzoyl peroxide,Galderma,TMT-NHSO
Minoxidil,Minoxidil,,TMT-NHSO
Rogaine,Minoxidil,,TMT-NHSO
Finasteride,Finasteride,,TMT-NHSO
Proscar,Finasteride 5mg,MSD,TMT-NHSO
Propecia,Finasteride 1mg,MSD,TMT-NHSO
Avodart,Dutasteride,GSK,TMT-NHSO
Tamsulosin,Tamsulosin hydrochloride,,TMT-NHSO
Harnal,Tamsulosin hydrochloride,Astellas,TMT-NHSO
Flomax,Tamsulosin hydrochloride,,TMT-NHSO
Silodosin,Silodosin,,TMT-NHSO
Urief,Silodosin,Daiichi Sankyo,TMT-NHSO
Alfuzosin,Alfuzosin hydrochloride,,TMT-NHSO
Xatral,Alfuzosin hydrochloride,Sanofi,TMT-NHSO
Viagra,Sildenafil citrate,Pfizer,TMT-NHSO
Cialis,Tadalafil,Eli Lilly,TMT-NHSO
Detrusitol,Tolterodine tartrate,Pfizer,TMT-NHSO
Vesicare,Solifenacin succinate,Astellas,TMT-NHSO
Alteplase,Alteplase,,TMT-NHSO
Actilyse,Alteplase,Boehringer Ingelheim,TMT-NHSO
Streptokinase,Streptokinase,,TMT-NHSO
Tranexamic acid,Tranexamic acid,,TMT-NHSO
Transamin,Tranexamic acid,,TMT-NHSO
Cyklokapron,Tranexamic acid,,TMT-NHSO
Mannitol,Mannitol,,TMT-NHSO
Albumin,Human albumin,,TMT-NHSO
Gaviscon,Sodium alginate + Sodium bicarbonate,,TMT-NHSO
Phosphate enema,Sodium phosphate,,TMT-NHSO
Fleet enema,Sodium phosphate,,TMT-NHSO
Activated charcoal,Activated charcoal,,TMT-NHSO
NAC,N-Acetylcysteine,,TMT-NHSO
Naloxone,Naloxone hydrochloride,,TMT-NHSO
Narcan,Naloxone hydrochloride,,TMT-NHSO
Flumazenil,Flumazenil,,TMT-NHSO
Anexate,Flumazenil,Roche,TMT-NHSO
Protamine,Protamine sulfate,,TMT-NHSO
Orphenadrine,Orphenadrine citrate,,TMT-NHSO
Norflex,Orphenadrine citrate,,TMT-NHSO
Tizanidine,Tizanidine hydrochloride,,TMT-NHSO
Sirdalud,Tizanidine hydrochloride,Novartis,TMT-NHSO
Baclofen,Baclofen,,TMT-NHSO
Lioresal,Baclofen,,TMT-NHSO
Etoricoxib,Etoricoxib,,TMT-NHSO
Thiamine,Thiamine hydrochloride,,TMT-NHSO
Zinc,Zinc sulfate,,TMT-NHSO
Probiotics,Probiotics,,TMT-NHSO
Bioflor,Saccharomyces boulardii,,TMT-NHSO
Dimenhydrinate,Dimenhydrinate,,TMT-NHSO
Dramamine,Dimenhydrinate,,TMT-NHSO
Betahistine,Betahistine dihydrochloride,,TMT-NHSO
Serc,Betahistine dihydrochloride,Abbott,TMT-NHSO
Cinnarizine,Cinnarizine,,TMT-NHSO
Stugeron,Cinnarizine,Johnson & Johnson,TMT-NHSO
Phenazopyridine,Phenazopyridine hydrochloride,,TMT-NHSO
Pyridium,Phenazopyridine hydrochloride,,TMT-NHSO
Ciprofloxacin eye drops,Ciprofloxacin ophthalmic,,TMT-NHSO
Ciloxan,Ciprofloxacin ophthalmic,Novartis,TMT-NHSO
Ofloxacin eye drops,Ofloxacin ophthalmic,,TMT-NHSO
Propofol,Propofol,,TMT-NHSO
Diprivan,Propofol,,TMT-NHSO
Ketamine,Ketamine hydrochloride,,TMT-NHSO
Thiopental,Thiopental sodium,,TMT-NHSO
Succinylcholine,Suxamethonium chloride,,TMT-NHSO
Scoline,Suxamethonium chloride,,TMT-NHSO
Atracurium,Atracurium besilate,,TMT-NHSO
Tracrium,Atracurium besilate,GSK,TMT-NHSO
Cisatracurium,Cisatracurium besilate,,TMT-NHSO
Nimbex,Cisatracurium besilate,,TMT-NHSO
Rocuronium,Rocuronium bromide,,TMT-NHSO
Esmeron,Rocuronium bromide,MSD,TMT-NHSO
Sugammadex,Sugammadex sodium,,TMT-NHSO
Bridion,Sugammadex sodium,MSD,TMT-NHSO
Bupivacaine,Bupivacaine hydrochloride,,TMT-NHSO
Marcaine,Bupivacaine hydrochloride,,TMT-NHSO
Lidocaine,Lidocaine hydrochloride,,TMT-NHSO
Xylocaine,Lidocaine hydrochloride,,TMT-NHSO
Sevoflurane,Sevoflurane,,TMT-NHSO
Sevorane,Sevoflurane,Abbott,TMT-NHSO
Desflurane,Desflurane,,TMT-NHSO
Suprane,Desflurane,,TMT-NHSO
Isoflurane,Isoflurane,,TMT-NHSO
Forane,Isoflurane,,TMT-NHSO
Nitrous oxide,Nitrous oxide,,TMT-NHSO
Cefazolin,Cefazolin sodium,,TMT-NHSO
Ancef,Cefazolin sodium,,TMT-NHSO
Gentamicin,Gentamicin sulfate,,TMT-NHSO
Garamycin,Gentamicin sulfate,,TMT-NHSO
Amikacin,Amikacin sulfate,,TMT-NHSO
Amikin,Amikacin sulfate,,TMT-NHSO
Colistin,Colistimethate sodium,,TMT-NHSO
Polymyxin E,Colistimethate sodium,,TMT-NHSO
Nitrofurantoin,Nitrofurantoin,,TMT-NHSO
Macrodantin,Nitrofurantoin,,TMT-NHSO
Fosfomycin,Fosfomycin trometamol,,TMT-NHSO
Monurol,Fosfomycin trometamol,,TMT-NHSO
Phenylephrine,Phenylephrine hydrochloride,,TMT-NHSO
Nicardipine,Nicardipine hydrochloride,,TMT-NHSO
Perdipine,Nicardipine hydrochloride,,TMT-NHSO
Labetalol,Labetalol hydrochloride,,TMT-NHSO
Trandate,Labetalol hydrochloride,,TMT-NHSO
Hydralazine,Hydralazine hydrochloride,,TMT-NHSO
Apresoline,Hydralazine hydrochloride,,TMT-NHSO
Sodium nitroprusside,Sodium nitroprusside,,TMT-NHSO
Nipride,Sodium nitroprusside,,TMT-NHSO
Lithium,Lithium carbonate,,TMT-NHSO
Camcolit,Lithium carbonate,,TMT-NHSO
Chloroquine,Chloroquine phosphate,,TMT-NHSO
Primaquine,Primaquine phosphate,,TMT-NHSO
Artesunate,Artesunate,,TMT-NHSO
Mefloquine,Mefloquine hydrochloride,,TMT-NHSO
Lariam,Mefloquine hydrochloride,,TMT-NHSO
Doxorubicin,Doxorubicin hydrochloride,,TMT-NHSO
Cisplatin,Cisplatin,,TMT-NHSO
Carboplatin,Carboplatin,,TMT-NHSO
Paclitaxel,Paclitaxel,,TMT-NHSO
Taxol,Paclitaxel,,TMT-NHSO
Docetaxel,Docetaxel,,TMT-NHSO
Taxotere,Docetaxel,,TMT-NHSO
Cyclophosphamide,Cyclophosphamide,,TMT-NHSO
Endoxan,Cyclophosphamide,,TMT-NHSO
5-FU,Fluorouracil,,TMT-NHSO
Capecitabine,Capecitabine,,TMT-NHSO
Xeloda,Capecitabine,Roche,TMT-NHSO
Gemcitabine,Gemcitabine hydrochloride,,TMT-NHSO
Gemzar,Gemcitabine hydrochloride,Eli Lilly,TMT-NHSO
Irinotecan,Irinotecan hydrochloride,,TMT-NHSO
Camptosar,Irinotecan hydrochloride,,TMT-NHSO
Oxaliplatin,Oxaliplatin,,TMT-NHSO
Eloxatin,Oxaliplatin,Sanofi,TMT-NHSO
Tamoxifen,Tamoxifen citrate,,TMT-NHSO
Nolvadex,Tamoxifen citrate,,TMT-NHSO
Letrozole,Letrozole,,TMT-NHSO
Femara,Letrozole,Novartis,TMT-NHSO
Anastrozole,Anastrozole,,TMT-NHSO
Arimidex,Anastrozole,AstraZeneca,TMT-NHSO
Trastuzumab,Trastuzumab,,TMT-NHSO
Herceptin,Trastuzumab,Roche,TMT-NHSO
Rituximab,Rituximab,,TMT-NHSO
MabThera,Rituximab,Roche,TMT-NHSO
Bevacizumab,Bevacizumab,,TMT-NHSO
Avastin,Bevacizumab,Roche,TMT-NHSO
Imatinib,Imatinib mesylate,,TMT-NHSO
Glivec,Imatinib mesylate,Novartis,TMT-NHSO
Nivolumab,Nivolumab,,TMT-NHSO
Opdivo,Nivolumab,BMS,TMT-NHSO
Pembrolizumab,Pembrolizumab,,TMT-NHSO
Keytruda,Pembrolizumab,MSD,TMT-NHSO
Filgrastim,Filgrastim,,TMT-NHSO
Neupogen,Filgrastim,Amgen,TMT-NHSO
Leucovorin,Calcium folinate,,TMT-NHSO
Dexrazoxane,Dexrazoxane,,TMT-NHSO
Mesna,Mesna,,TMT-NHSO
Domperidone syrup,Domperidone,,TMT-NHSO
Lacri-Lube,White petrolatum + Mineral oil,,TMT-NHSO
Pilocarpine eye drops,Pilocarpine hydrochloride,,TMT-NHSO
Tetracaine eye drops,Tetracaine hydrochloride,,TMT-NHSO
Tropicamide eye drops,Tropicamide,,TMT-NHSO
Mydriacyl,Tropicamide,Novartis,TMT-NHSO
Phenylephrine eye drops,Phenylephrine hydrochloride ophthalmic,,TMT-NHSO
Cyclopentolate eye drops,Cyclopentolate hydrochloride,,TMT-NHSO
Combigan,Brimonidine + Timolol,,TMT-NHSO
Alphagan,Brimonidine tartrate,,TMT-NHSO
Diamox,Acetazolamide,,TMT-NHSO
Acetazolamide,Acetazolamide,,TMT-NHSO
Clindamycin,Clindamycin hydrochloride,,TMT-NHSO
Dalacin,Clindamycin hydrochloride,Pfizer,TMT-NHSO
Cleocin,Clindamycin hydrochloride,,TMT-NHSO
Metronidazole,Metronidazole,,TMT-NHSO
Norgestrel,Norgestrel,,TMT-NHSO
Microgynon,Levonorgestrel + Ethinylestradiol,Bayer,TMT-NHSO
Diane-35,Cyproterone acetate + Ethinylestradiol,Bayer,TMT-NHSO
Depo-Provera,Medroxyprogesterone acetate,Pfizer,TMT-NHSO
Implanon,Etonogestrel,MSD,TMT-NHSO
Nexplanon,Etonogestrel,MSD,TMT-NHSO
Provera,Medroxyprogesterone acetate,Pfizer,TMT-NHSO
Duphaston,Dydrogesterone,Abbott,TMT-NHSO
Utrogestan,Progesterone,,TMT-NHSO
Clomiphene,Clomifene citrate,,TMT-NHSO
Clomid,Clomifene citrate,,TMT-NHSO
Stilnox,Zolpidem tartrate,Sanofi,TMT-NHSO
GPO-VIR S30,Nevirapine;Lamivudine;Stavudine,GPO,AI-Enriched-2026
Berclomin,Dicycloverine hydrochloride;Aluminum hydroxide;Magnesium carbonate,Berlin Pharmaceutical,AI-Enriched-2026
Siamformet,Metformin hydrochloride,Siam Pharmaceutical,AI-Enriched-2026
Tiffi Dey,Paracetamol;Phenylephrine hydrochloride,Thai Nakorn Patana,AI-Enriched-2026
Biolon,Sodium hyaluronate,Biolab,AI-Enriched-2026
Tiffy,Paracetamol;Chlorpheniramine maleate;Phenylephrine hydrochloride,Thai Nakorn Patana,AI-Enriched-2026
Siampred,Prednisolone,Siam Pharmaceutical,AI-Enriched-2026
Berclomine,Dicycloverine hydrochloride,Berlin Pharmaceutical,AI-Enriched-2026
Bio-Zole,Fluconazole,Biolab,AI-Enriched-2026
GPO-Vir L,Lamivudine;Tenofovir disoproxil fumarate,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Vir Z,Zidovudine;Lamivudine;Nevirapine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Vir S40,Stavudine;Lamivudine;Nevirapine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-TDF,Tenofovir disoproxil fumarate,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Efav,Efavirenz,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Nevir,Nevirapine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Ataza,Atazanavir,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Lopi-R,Lopinavir;Ritonavir,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Dolo,Dolutegravir,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Ten-Em,Tenofovir disoproxil fumarate;Emtricitabine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Ralte,Raltegravir,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Abaca,Abacavir,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Zidov,Zidovudine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Daruna,Darunavir,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Vir T,Tenofovir disoproxil fumarate;Lamivudine;Efavirenz,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Amlo,Amlodipine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Ator,Atorvastatin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Losa,Losartan,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Simva,Simvastatin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Enala,Enalapril,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Glica,Gliclazide,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Met,Metformin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Alen,Alendronate,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Para,Paracetamol,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Cetir,Cetirizine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Lorat,Loratadine,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Ome,Omeprazole,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Pant,Pantoprazole,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Cipro,Ciprofloxacin,Government Pharmaceutical Organization,AI-Enriched-2026
GPO-Amoxy,Amoxicillin,Government Pharmaceutical Organization,AI-Enriched-2026
Bakamol,Paracetamol,Thai Nakorn Patana,AI-Enriched-2026
Decolgen,Chlorpheniramine;Paracetamol;Phenylephrine,Thai Nakorn Patana,AI-Enriched-2026
Solmax,Carbocisteine,Thai Nakorn Patana,AI-Enriched-2026
Antacil,Aluminum hydroxide;Magnesium hydroxide;Simethicone,Thai Nakorn Patana,AI-Enriched-2026
N-Pain,Mefenamic acid,Thai Nakorn Patana,AI-Enriched-2026
U-Cid,Cimetidine,Thai Nakorn Patana,AI-Enriched-2026
Siamox,Amoxicillin,Siam Pharmaceutical,AI-Enriched-2026
Siam-Zole,Ketoconazole,Siam Pharmaceutical,AI-Enriched-2026
Siamedyl,Trihexyphenidyl,Siam Pharmaceutical,AI-Enriched-2026
Siambuto,Ethambutol,Siam Pharmaceutical,AI-Enriched-2026
Siampen,Ampicillin,Siam Pharmaceutical,AI-Enriched-2026
Siamsone,Dexamethasone,Siam Pharmaceutical,AI-Enriched-2026
Siam-Dox,Doxycycline,Siam Pharmaceutical,AI-Enriched-2026
Siam-Cort,Hydrocortisone,Siam Pharmaceutical,AI-Enriched-2026
Siamphen,Chloramphenicol,Siam Pharmaceutical,AI-Enriched-2026
Siandopa,Levodopa;Carbidopa,Siam Pharmaceutical,AI-Enriched-2026
Siam-Allo,Allopurinol,Siam Pharmaceutical,AI-Enriched-2026
Siam-B,Vitamin B complex,Siam Pharmaceutical,AI-Enriched-2026
Berlifen,Fenofibrate,Berlin Pharmaceutical,AI-Enriched-2026
Berlipril,Enalapril,Berlin Pharmaceutical,AI-Enriched-2026
Berlithrone,Clarithromycin,Berlin Pharmaceutical,AI-Enriched-2026
Berlison,Hydrocortisone,Berlin Pharmaceutical,AI-Enriched-2026
Berlicetin,Chloramphenicol,Berlin Pharmaceutical,AI-Enriched-2026
Berlofen,Baclofen,Berlin Pharmaceutical,AI-Enriched-2026
Berlosin,Tamsulosin,Berlin Pharmaceutical,AI-Enriched-2026
Berlipar,Atorvastatin,Berlin Pharmaceutical,AI-Enriched-2026
Berlimate,Metformin,Berlin Pharmaceutical,AI-Enriched-2026
Berlin-V,Vitamin B1,Berlin Pharmaceutical,AI-Enriched-2026
Berlifax,Ciprofloxacin,Berlin Pharmaceutical,AI-Enriched-2026
Berlix,Diclofenac,Berlin Pharmaceutical,AI-Enriched-2026
Bio-C,Vitamin C,Biolab,AI-Enriched-2026
Bio-Plex,Vitamin B Complex,Biolab,AI-Enriched-2026
Bio-Gest,Progesterone,Biolab,AI-Enriched-2026
Bio-Gan,Metronidazole,Biolab,AI-Enriched-2026
Bio-Dryl,Diphenhydramine,Biolab,AI-Enriched-2026
Bio-Sone,Betamethasone,Biolab,AI-Enriched-2026
Bio-Flox,Ciprofloxacin,Biolab,AI-Enriched-2026
Bio-Zithro,Azithromycin,Biolab,AI-Enriched-2026
Bio-Cal,Calcium carbonate,Biolab,AI-Enriched-2026
Bio-Pred,Prednisolone,Biolab,AI-Enriched-2026
Enat,Vitamin E,Mega Lifesciences,AI-Enriched-2026
Nat B,Vitamin B Complex,Mega Lifesciences,AI-Enriched-2026
Nat C,Vitamin C,Mega Lifesciences,AI-Enriched-2026
Gofen,Ibuprofen,Mega Lifesciences,AI-Enriched-2026
Ferrovit,Ferrous fumarate;Folic acid;Vitamin B12,Mega Lifesciences,AI-Enriched-2026
Zincomin,Zinc sulfate;Vitamin B complex,Mega Lifesciences,AI-Enriched-2026
Rivoflo,Ciprofloxacin,Mega Lifesciences,AI-Enriched-2026
Fenoflex,Fexofenadine,Mega Lifesciences,AI-Enriched-2026
Eugica,Eucalyptol;Menthol;Peppermint oil,Mega Lifesciences,AI-Enriched-2026
Ginsomin,Ginseng extract;Multivitamins,Mega Lifesciences,AI-Enriched-2026
TP-Para,Paracetamol,T.P. Drug Laboratories,AI-Enriched-2026
TP-Bromex,Bromhexine,T.P. Drug Laboratories,AI-Enriched-2026
TP-Salbu,Salbutamol,T.P. Drug Laboratories,AI-Enriched-2026
TP-Pred,Prednisolone,T.P. Drug Laboratories,AI-Enriched-2026
TP-Amoxy,Amoxicillin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Clox,Cloxacillin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Doxy,Doxycycline,T.P. Drug Laboratories,AI-Enriched-2026
TP-Erythro,Erythromycin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Gent,Gentamicin,T.P. Drug Laboratories,AI-Enriched-2026
TP-Moxy,Moxifloxacin,T.P. Drug Laboratories,AI-Enriched-2026
Champix,Varenicline,Pfizer,AI-Enriched-2026
Genotropin,Somatropin,Pfizer,AI-Enriched-2026
Ibrance,Palbociclib,Pfizer,AI-Enriched-2026
Xeljanz,Tofacitinib,Pfizer,AI-Enriched-2026
Zavicefta,Ceftazidime;Avibactam,Pfizer,AI-Enriched-2026
Vyndaqel,Tafamidis,Pfizer,AI-Enriched-2026
Lorviqua,Lorlatinib,Pfizer,AI-Enriched-2026
Talzenna,Talazoparib,Pfizer,AI-Enriched-2026
Vizimpro,Dacomitinib,Pfizer,AI-Enriched-2026
Fragmin,Dalteparin sodium,Pfizer,AI-Enriched-2026
Anoro Ellipta,Umeclidinium;Vilanterol,GSK,AI-Enriched-2026
Incruse Ellipta,Umeclidinium,GSK,AI-Enriched-2026
Trelegy Ellipta,Fluticasone furoate;Umeclidinium;Vilanterol,GSK,AI-Enriched-2026
Nucala,Mepolizumab,GSK,AI-Enriched-2026
Benlysta,Belimumab,GSK,AI-Enriched-2026
Tivicay,Dolutegravir,GSK,AI-Enriched-2026
Triumeq,Abacavir;Dolutegravir;Lamivudine,GSK,AI-Enriched-2026
Dovato,Dolutegravir;Lamivudine,GSK,AI-Enriched-2026
Duodart,Dutasteride;Tamsulosin,GSK,AI-Enriched-2026
Relvar Ellipta,Fluticasone furoate;Vilanterol,GSK,AI-Enriched-2026
Xigduo XR,Dapagliflozin;Metformin,AstraZeneca,AI-Enriched-2026
Qtern,Dapagliflozin;Saxagliptin,AstraZeneca,AI-Enriched-2026
Tagrisso,Osimertinib,AstraZeneca,AI-Enriched-2026
Imfinzi,Durvalumab,AstraZeneca,AI-Enriched-2026
Lynparza,Olaparib,AstraZeneca,AI-Enriched-2026
Calquence,Acalabrutinib,AstraZeneca,AI-Enriched-2026
Lokelma,Sodium zirconium cyclosilicate,AstraZeneca,AI-Enriched-2026
Fasenra,Benralizumab,AstraZeneca,AI-Enriched-2026
Bevespi Aerosphere,Glycopyrronium;Formoterol,AstraZeneca,AI-Enriched-2026
Saphnelo,Anifrolumab,AstraZeneca,AI-Enriched-2026
Actemra,Tocilizumab,Roche,AI-Enriched-2026
Alecensa,Alectinib,Roche,AI-Enriched-2026
Evrysdi,Risdiplam,Roche,AI-Enriched-2026
Gazyva,Obinutuzumab,Roche,AI-Enriched-2026
Kadcyla,Trastuzumab emtansine,Roche,AI-Enriched-2026
Ocrevus,Ocrelizumab,Roche,AI-Enriched-2026
Perjeta,Pertuzumab,Roche,AI-Enriched-2026
Polivy,Polatuzumab vedotin,Roche,AI-Enriched-2026
Rozlytrek,Entrectinib,Roche,AI-Enriched-2026
Tecentriq,Atezolizumab,Roche,AI-Enriched-2026
Zelboraf,Vemurafenib,Roche,AI-Enriched-2026
Hemlibra,Emicizumab,Roche,AI-Enriched-2026
Cosentyx,Secukinumab,Novartis,AI-Enriched-2026
Gilenya,Fingolimod,Novartis,AI-Enriched-2026
Jakavi,Ruxolitinib,Novartis,AI-Enriched-2026
Kisqali,Ribociclib,Novartis,AI-Enriched-2026
Mayzent,Siponimod,Novartis,AI-Enriched-2026
Piqray,Alpelisib,Novartis,AI-Enriched-2026
Revolade,Eltrombopag,Novartis,AI-Enriched-2026
Scemblix,Asciminib,Novartis,AI-Enriched-2026
Tasigna,Nilotinib,Novartis,AI-Enriched-2026
Dupixent,Dupilumab,Sanofi,AI-Enriched-2026
Aubagio,Teriflunomide,Sanofi,AI-Enriched-2026
Jevtana,Cabazitaxel,Sanofi,AI-Enriched-2026
Sarclisa,Isatuximab,Sanofi,AI-Enriched-2026
Libtayo,Cemiplimab,Sanofi,AI-Enriched-2026
Gardasil 9,Human Papillomavirus 9-valent Vaccine,MSD,AI-Enriched-2026
Steglatro,Ertugliflozin,MSD,AI-Enriched-2026
Prevymis,Letermovir,MSD,AI-Enriched-2026
Verquvo,Vericiguat,MSD,AI-Enriched-2026
Creon,Pancreatin,Abbott,AI-Enriched-2026
Lucrin,Leuprorelin acetate,Abbott,AI-Enriched-2026
Norvir,Ritonavir,Abbott,AI-Enriched-2026
Kaletra,Lopinavir;Ritonavir,Abbott,AI-Enriched-2026
Maviret,Glecaprevir;Pibrentasvir,Abbott,AI-Enriched-2026
Skyrizi,Risankizumab,Abbott,AI-Enriched-2026
Rinvoq,Upadacitinib,Abbott,AI-Enriched-2026
Zemplar,Paricalcitol,Abbott,AI-Enriched-2026
Yasmin,Drospirenone;Ethinylestradiol,Bayer,AI-Enriched-2026
Yaz,Drospirenone;Ethinylestradiol,Bayer,AI-Enriched-2026
Mirena,Levonorgestrel,Bayer,AI-Enriched-2026
Nexavar,Sorafenib,Bayer,AI-Enriched-2026
Stivarga,Regorafenib,Bayer,AI-Enriched-2026
Visanne,Dienogest,Bayer,AI-Enriched-2026
Nebido,Testosterone undecanoate,Bayer,AI-Enriched-2026
Eylea,Aflibercept,Bayer,AI-Enriched-2026
Levitra,Vardenafil,Bayer,AI-Enriched-2026
Ventavis,Iloprost,Bayer,AI-Enriched-2026
Primovist,Gadoxetic acid,Bayer,AI-Enriched-2026
Invega,Paliperidone,J&J,AI-Enriched-2026
Concerta,Methylphenidate hydrochloride,J&J,AI-Enriched-2026
Stelara,Ustekinumab,J&J,AI-Enriched-2026
Tremfya,Guselkumab,J&J,AI-Enriched-2026
Darzalex,Daratumumab,J&J,AI-Enriched-2026
Erleada,Apalutamide,J&J,AI-Enriched-2026
Imbruvica,Ibrutinib,J&J,AI-Enriched-2026
Zytiga,Abiraterone acetate,J&J,AI-Enriched-2026
Alimta,Pemetrexed,Eli Lilly,AI-Enriched-2026
Verzenio,Abemaciclib,Eli Lilly,AI-Enriched-2026
Olumiant,Baricitinib,Eli Lilly,AI-Enriched-2026
Duovir,Lamivudine;Zidovudine,Cipla,AI-Enriched-2026
Triomune,Nevirapine;Lamivudine;Stavudine,Cipla,AI-Enriched-2026
Foracort,Formoterol;Budesonide,Cipla,AI-Enriched-2026
Seroflo,Salmeterol;Fluticasone,Cipla,AI-Enriched-2026
Kamagra,Sildenafil,Ajanta Pharma,AI-Enriched-2026
Zenegra,Sildenafil,Alkem,AI-Enriched-2026
Azel,Azelnidipine,Sun Pharmaceutical Industries,AI-Enriched-2026
Istamet,Sitagliptin;Metformin,Sun Pharmaceutical Industries,AI-Enriched-2026
Glepark,Pramipexole,Glenmark Pharmaceuticals,AI-Enriched-2026
Telma,Telmisartan,Glenmark Pharmaceuticals,AI-Enriched-2026
Rosuvas,Rosuvastatin,Sun Pharmaceutical Industries,AI-Enriched-2026
Atorva,Atorvastatin,Zydus Lifesciences,AI-Enriched-2026
Voglibite,Voglibose,Biocon,AI-Enriched-2026
Teniva,Teneligliptin,Intas Pharmaceuticals,AI-Enriched-2026
Zoryl,Glimepiride,Intas Pharmaceuticals,AI-Enriched-2026
Montair,Montelukast,Cipla,AI-Enriched-2026
Levolin,Levosalbutamol,Cipla,AI-Enriched-2026
Budecort,Budesonide,Cipla,AI-Enriched-2026
Clonotril,Clonazepam,Sun Pharmaceutical Industries,AI-Enriched-2026
Etilaam,Etizolam,Intas Pharmaceuticals,AI-Enriched-2026
Nexpro,Esomeprazole,Torrent Pharmaceuticals,AI-Enriched-2026
Velpanat,Sofosbuvir;Velpatasvir,Natco Pharma,AI-Enriched-2026
Hepcinat,Sofosbuvir,Natco Pharma,AI-Enriched-2026
Ledifos,Ledipasvir;Sofosbuvir,Hetero Labs,AI-Enriched-2026
Tenvir,Tenofovir Disoproxil Fumarate,Cipla,AI-Enriched-2026
Entehep,Entecavir,Zydus Lifesciences,AI-Enriched-2026
Veenat,Imatinib,Natco Pharma,AI-Enriched-2026
Geftinat,Gefitinib,Natco Pharma,AI-Enriched-2026
Erlocip,Erlotinib,Cipla,AI-Enriched-2026
Sorafenat,Sorafenib,Natco Pharma,AI-Enriched-2026
Yervoy,Ipilimumab,Bristol-Myers Squibb,AI-Enriched-2026
Sprycel,Dasatinib,Bristol-Myers Squibb,AI-Enriched-2026
Revlimid,Lenalidomide,Bristol-Myers Squibb,AI-Enriched-2026
