procedure_code,procedure_name,english_name,category,min_cost_thb,max_cost_thb,region,facility_tier,source
SS-012,การฝึกทักษ ะทางสังคม (Social Skills Training),Social skills training,Mental_Health,400,400,northeast,public,MoPH-ServiceRateSchedule-2022
SS-013,การฝึกและเตรียมความพร้อมก่อนการประกอบ อาชีพ (Prevocational Training),Prevocational training,Mental_Health,400,400,northeast,public,MoPH-ServiceRateSchedule-2022
SS-014,นันทนาการบ าบัด (Recreation Therapy),Recreation therapy,Mental_Health,350,350,northeast,public,MoPH-ServiceRateSchedule-2022
SS-015,การประเมินสมรรถภาพและความพิกา ร (Functional assessment),Functional assessment,Mental_Health,200,200,northeast,public,MoPH-ServiceRateSchedule-2022
SS-016,การปรับพฤติกรรมการท างานและการท า กิจกรรมในการดาเนินชีวิต (Behavioral Modification for Occupation),Behavioral modification for occupation and daily activities,Mental_Health,300,300,northeast,public,MoPH-ServiceRateSchedule-2022
SS-017,การจัดการกิจกรรมยามว่าง (Leisure Management/Participation),Leisure management/participation,Mental_Health,400,400,northeast,public,MoPH-ServiceRateSchedule-2022
SS-018,การให้บริการกิจกรรมบ าบัดที่บ้าน (Occupational Therapy at Home),Occupational therapy at home,Mental_Health,400,400,northeast,public,MoPH-ServiceRateSchedule-2022
SS-019,กิจกรรมบ าบัดแบบกลุ่ม (Group Occupational Therapy),Group occupational therapy,Mental_Health,300,300,northeast,public,MoPH-ServiceRateSchedule-2022
SS-020,นันทนาการบ าบัด (Recreation Therapy),Recreation therapy,Mental_Health,350,350,northeast,public,MoPH-ServiceRateSchedule-2022
SS-021,ดนตรีบ าบัด (Music Therapy),Music therapy,Mental_Health,350,350,northeast,public,MoPH-ServiceRateSchedule-2022
SS-022,การตรวจประเมินเพื่อวินิจฉัยโรค ( case คดี),Diagnostic evaluation (legal case),Mental_Health,150,150,northeast,public,MoPH-ServiceRateSchedule-2022
SS-023,การตรวจประเมินสมรรถภาพและความพิการ เ บื้องต้น,Preliminary functional and disability assessment,Mental_Health,100,100,northeast,public,MoPH-ServiceRateSchedule-2022
SS-024,การให้ค าปรึกษาด้านความพิการ (Disability Counselling),Disability counseling,Mental_Health,150,150,northeast,public,MoPH-ServiceRateSchedule-2022
SS-025,การติดตามหลังจ าหน่ายทางโทรศัพท์ (Telephone follow - up),Post-discharge telephone follow-up,Mental_Health,100,100,northeast,public,MoPH-ServiceRateSchedule-2022
NUR-001,ค่าบริการพยาบาลทั่วไป (IPD),General nursing service fee (inpatient),Nursing,350,350,northeast,public,MoPH-ServiceRateSchedule-2022
NUR-002,ค่าบริการผู้ป่วยนอก ในเวลาราชการ,Outpatient service fee (office hours),Nursing,50,50,northeast,public,MoPH-ServiceRateSchedule-2022
NUR-003,การล้างตา / ข้าง (ผู้ป่วยนอกและฉุกเฉิน),Eye irrigation per side (outpatient and emergency),Nursing,70,70,northeast,public,MoPH-ServiceRateSchedule-2022
NUR-004,เช็ดตา (ผู้ป่วยนอกและฉุกเฉิน),Eye cleansing (outpatient and emergency),Nursing,40,40,northeast,public,MoPH-ServiceRateSchedule-2022
NUR-005,ค่าล้างจมูก / ข้าง,Nasal irrigation per side,Nursing,70,70,northeast,public,MoPH-ServiceRateSchedule-2022
NUR-006,การใส่สายยางกระเพาะอาหาร,Nasogastric tube insertion,Nursing,70,70,northeast,public,MoPH-ServiceRateSchedule-2022
NUR-007,การล้างกระเพาะอาหาร,Gastric lavage,Nursing,220,220,northeast,public,MoPH-ServiceRateSchedule-2022
NUR-008,การสวนปัสสาวะทิ้ง,Intermittent urinary catheterization,Nursing,90,90,northeast,public,MoPH-ServiceRateSchedule-2022
NUR-009,การสวนปัสสาวะคาสาย,Indwelling urinary catheterization,Nursing,90,90,northeast,public,MoPH-ServiceRateSchedule-2022
NUR-010,การท าแผลแห้ง/แผลเย็บ,Dry wound/suture wound dressing,Nursing,70,70,northeast,public,MoPH-ServiceRateSchedule-2022
NUR-011,การท าแผลเปิด / ติดเชื้อ,Open/infected wound dressing,Nursing,140,140,northeast,public,MoPH-ServiceRateSchedule-2022
NUR-012,การท าแผลเปิดขนาดใหญ่ (>15 นาที),Large open wound dressing (>15 minutes),Nursing,270,270,northeast,public,MoPH-ServiceRateSchedule-2022
NUR-013,การให้สารน้ าทางหลอดเลือดด า (ผู้ป่วยนอกและฉุกเฉิน),Intravenous fluid administration (outpatient and emergency),Nursing,100,100,northeast,public,MoPH-ServiceRateSchedule-2022
NUR-014,การฉีดยา IV (ผู้ป่วยนอกและฉุกเฉิน),Intravenous (IV) injection (outpatient and emergency),Nursing,50,50,northeast,public,MoPH-ServiceRateSchedule-2022
NUR-015,การฉีดยา IM (ผู้ ป่วยนอกและฉุกเฉิน),Intramuscular (IM) injection (outpatient and emergency),Nursing,20,20,northeast,public,MoPH-ServiceRateSchedule-2022
NUR-016,การฉีดยาใต้ผิวหนัง (ผู้ป่วยนอกและ ฉุกเฉิน),Subcutaneous injection (outpatient and emergency),Nursing,20,20,northeast,public,MoPH-ServiceRateSchedule-2022
NUR-017,เย็บแผลทั่วไป,General wound suturing,Nursing,350,350,northeast,public,MoPH-ServiceRateSchedule-2022
NUR-018,การฟื้ นคืนชีพ,Cardiopulmonary resuscitation (CPR),Nursing,900,900,northeast,public,MoPH-ServiceRateSchedule-2022
NUR-019,ค่าบริการทั่วไปทางการแพทย์ (IPD),General medical service fee (inpatient),Nursing,230,230,northeast,public,MoPH-ServiceRateSchedule-2022
NUR-020,การใช้ Heparin Lock,Heparin lock,Nursing,100,100,northeast,public,MoPH-ServiceRateSchedule-2022
ME-001,EKG moni tor,EKG monitor,Other,200,200,northeast,public,MoPH-ServiceRateSchedule-2022
DT-001,การประเมินผู้ป่วยที่มีความบกพร่องด้าน การสื่อสารโดยใช้เครื่องมือพื้นฐาน ( Teda 4I ),Communication impairment assessment using basic tools (TEDA 4I),Rehabilitation,200,200,northeast,public,MoPH-ServiceRateSchedule-2022
DT-002,การประเมินผู้ป่วยที่มีความบกพร่องด้าน การสื่อสารโดยใช้เครื่องมือพิเศษ ( DSI ),Communication impairment assessment using specialized tools (DSI),Rehabilitation,300,300,northeast,public,MoPH-ServiceRateSchedule-2022
DT-003,กิจกรรมการเล่นบ าบัด (Play Therapy),Play therapy,Rehabilitation,400,400,northeast,public,MoPH-ServiceRateSchedule-2022
DT-004,การฝึกและกระตุ้นพัฒนาการแบบ ครอบคลุม (Comprehensive Developmental Stimulation/Training),Comprehensive developmental stimulation/training,Rehabilitation,400,400,northeast,public,MoPH-ServiceRateSchedule-2022
DT-005,การจัดการกิจกรรมยามว่าง (Leisure Management/Participation),Leisure management/participation,Rehabilitation,400,400,northeast,public,MoPH-ServiceRateSchedule-2022
DT-006,นันทนาการบ าบัด (Recreation Therap y),Recreation therapy,Rehabilitation,350,350,northeast,public,MoPH-ServiceRateSchedule-2022
DT-007,ดนตรีบ าบัด (Music Therapy),Music therapy,Rehabilitation,350,350,northeast,public,MoPH-ServiceRateSchedule-2022
DT-008,สุขภาพจิตศึกษารายบุคคล,Individual psychoeducation,Rehabilitation,300,300,northeast,public,MoPH-ServiceRateSchedule-2022
DT-009,การให้ค าปรึกษา,Counseling,Rehabilitation,300,300,northeast,public,MoPH-ServiceRateSchedule-2022
DT-010,พฤติกรรมบ าบัดรายบุคคล,Individual behavioral therapy,Rehabilitation,300,300,northeast,public,MoPH-ServiceRateSchedule-2022
DT-011,Early Intervention : ประเมินพั ฒนาการ แรกรับ ด้าน,Early intervention: initial developmental assessment,Rehabilitation,150,150,northeast,public,MoPH-ServiceRateSchedule-2022
DT-012,Early Intervention : กระตุ้นพัฒนาการ ด้านการเคลื่อนไหว ด้าน,Early intervention: motor development stimulation,Rehabilitation,150,150,northeast,public,MoPH-ServiceRateSchedule-2022
DT-013,Early Intervention : กระตุ้นพัฒนาการ ด้านกล้ามเนื้อมัดเล็กและสติปัญญา ด้าน,Early intervention: fine motor and cognitive development stimulation,Rehabilitation,150,150,northeast,public,MoPH-ServiceRateSchedule-2022
DT-014,Early Intervention : กระตุ้นพัฒนาการ ด้านกา รเข้าใจภาษา ด้าน,Early intervention: language comprehension development stimulation,Rehabilitation,150,150,northeast,public,MoPH-ServiceRateSchedule-2022
DT-015,Early Intervention : กระตุ้นพัฒนาการ ด้านการใช้ภาษา ด้าน,Early intervention: expressive language development stimulation,Rehabilitation,150,150,northeast,public,MoPH-ServiceRateSchedule-2022
DT-016,Early Intervention : กระตุ้นพัฒนาการ การช่วยเหลือตนเองและสังคม ด้าน,Early intervention: self-help and social development stimulation,Rehabilitation,150,150,northeast,public,MoPH-ServiceRateSchedule-2022
OT-001,การประเมินทั่วไปทางกิจกรรมบาบัด (General OT Assessment),General occupational therapy assessment,Rehabilitation,200,200,northeast,public,MoPH-ServiceRateSchedule-2022
OT-002,การประเมินพิเศษทางกิจกรรมบ าบัด (Sp ecial OT Assessment),Special occupational therapy assessment,Rehabilitation,300,300,northeast,public,MoPH-ServiceRateSchedule-2022
OT-003,การให้ค าปรึกษาทางกิจกรรมบ าบัด (OT Counseling),Occupational therapy counseling,Rehabilitation,200,200,northeast,public,MoPH-ServiceRateSchedule-2022
OT-004,การสอนญาติและผู้ป่วยเพื่อท ากิจกรรมบ าบัดที่ บ้าน (Home OT Program),Home occupational therapy program (patient and family education),Rehabilitation,200,200,northeast,public,MoPH-ServiceRateSchedule-2022
OT-005,การฝึกความจ า ( Memory Training),Memory training,Rehabilitation,400,400,northeast,public,MoPH-ServiceRateSchedule-2022
OT-006,การส่งเสริมพัฒนาการด้านการเคลื่อนไหว,Motor development promotion,Rehabilitation,330,330,northeast,public,MoPH-ServiceRateSchedule-2022
OT-007,การส่งเสริมพัฒนาการโดยใช้เทคนิคเฉพาะทาง อื่นๆ,Developmental promotion using other specialized techniques,Rehabilitation,350,350,northeast,public,MoPH-ServiceRateSchedule-2022
OT-008,การส่งเสริมพัฒนาการโดยใช้ดนตรี,Developmental promotion using music,Rehabilitation,500,500,northeast,public,MoPH-ServiceRateSchedule-2022
OT-009,การส่งเสริมทักษะการด ารงชีวิต,Daily living skills promotion,Rehabilitation,350,350,northeast,public,MoPH-ServiceRateSchedule-2022
OT-010,การส่งเสริมพัฒนาการเพื่อเตรียมความพร้อมด้าน การดารงชีวิตตามวัย,Age-appropriate daily living developmental readiness,Rehabilitation,400,400,northeast,public,MoPH-ServiceRateSchedule-2022
OT-011,การส่งเสริมพัฒนาการโดยใช้สันทนาการ,Developmental promotion using recreation,Rehabilitation,350,350,northeast,public,MoPH-ServiceRateSchedule-2022
OT-012,การส่งเสริมพัฒนาการเพื่อเตรียมความพร้อมด้าน การเรียน,Academic readiness developmental promotion,Rehabilitation,400,400,northeast,public,MoPH-ServiceRateSchedule-2022
OT-013,ก ารส่งเสริมพัฒนาการโดยใช้ศิลปะ,Developmental promotion using art,Rehabilitation,300,300,northeast,public,MoPH-ServiceRateSchedule-2022
OT-014,การส่งเสริมทักษะทางสังคมและทักษะพื้นฐาน การท างาน,Social skills and basic vocational skills promotion,Rehabilitation,300,300,northeast,public,MoPH-ServiceRateSchedule-2022
OT-015,การบ าบัดด้วยการเล่น (Play for Therapy),Play therapy,Rehabilitation,400,400,northeast,public,MoPH-ServiceRateSchedule-2022
OT-016,การบ าบัดการรับประทานสาหรับเด็กและผู้ใหญ่ (Eating The rapy for Late Children and Adults),Eating therapy for children and adults,Rehabilitation,250,250,northeast,public,MoPH-ServiceRateSchedule-2022
OT-017,การฝึกและกระตุ้นพัฒนาการแบบครอบคลุม (Comprehensive Developmental Stimulation/Training),Comprehensive developmental stimulation/training,Rehabilitation,400,400,northeast,public,MoPH-ServiceRateSchedule-2022
OT-018,การฝึกดูดและกลืนสาหรับเด็กทารก (Feeding Therapy for Babies),Feeding therapy for babies,Rehabilitation,200,200,northeast,public,MoPH-ServiceRateSchedule-2022
OT-019,การฝึกและเตรียมความพร้อมก่อนเข้าเรียน (Preschool Skills Training),Preschool skills training,Rehabilitation,400,400,northeast,public,MoPH-ServiceRateSchedule-2022
