icd_code,diagnosis_name,procedure_type,min_days,max_days,typical_days,notes,source
T14,Injury of unspecified body region,InPatient,1,5,2,Polytrauma assessment and management; varies by injury severity,Thai-MoPH-Clinical-Guidelines
T30,Burns of unspecified body region,InPatient,5,21,10,Burn wound care; fluid resuscitation; skin grafting for major burns,Thai-MoPH-Clinical-Guidelines
R10,Abdominal and pelvic pain,OutPatient,0,0,0,Outpatient workup for mild abdominal pain; imaging and lab studies,Thai-MoPH-Clinical-Guidelines
R10,Abdominal and pelvic pain acute,InPatient,1,3,2,Acute abdomen observation; rule out surgical emergency; pain management,Thai-MoPH-Clinical-Guidelines
R11,Nausea and vomiting,OutPatient,0,0,0,Antiemetics and oral rehydration as outpatient for mild cases,Thai-MoPH-Clinical-Guidelines
R11,Nausea and vomiting with dehydration,InPatient,1,2,1,IV fluid resuscitation and antiemetics; monitor electrolytes,Thai-MoPH-Clinical-Guidelines
R50.9,Fever unspecified,InPatient,1,3,2,Fever workup with blood cultures and imaging; empiric antibiotics,Thai-MoPH-Clinical-Guidelines
R56,Convulsions,InPatient,1,3,2,Seizure observation and workup; EEG and neuroimaging; anticonvulsant,Thai-MoPH-Clinical-Guidelines
K81.0,Acute cholecystitis,InPatient,3,7,4,Laparoscopic or open cholecystectomy; management of gallbladder inflammation and antibiotic therapy,AI-Enriched-WHO-ThaiDRG
K83.0,Cholangitis,InPatient,4,10,6,Biliary drainage via ERCP; intensive IV antibiotics; monitoring for biliary sepsis,AI-Enriched-WHO-ThaiDRG
A08.4,"Viral intestinal infection, unspecified",InPatient,1,3,2,Severe dehydration requiring IV fluid replacement and electrolyte monitoring,AI-Enriched-WHO-ThaiDRG
O00.9,"Ectopic pregnancy, unspecified",InPatient,2,5,3,Surgical management by salpingectomy or medical management with methotrexate; post-op monitoring,AI-Enriched-WHO-ThaiDRG
M00.9,"Pyogenic arthritis, unspecified",InPatient,7,21,14,Joint aspiration and drainage; prolonged IV antibiotics; physical therapy for joint mobility,AI-Enriched-WHO-ThaiDRG
I61.9,"Intracerebral haemorrhage, unspecified",InPatient,7,28,14,Stroke unit care; blood pressure management; neurosurgical evaluation; early rehabilitation,AI-Enriched-WHO-ThaiDRG
K65.0,Acute peritonitis,InPatient,5,14,7,Emergency laparotomy for source control; peritoneal lavage; intensive broad-spectrum antibiotics,AI-Enriched-WHO-ThaiDRG
M48.0,Spinal stenosis,InPatient,3,7,5,Decompressive laminectomy surgery; pain control; mobilization and physical therapy,AI-Enriched-WHO-ThaiDRG
G00.9,"Bacterial meningitis, unspecified",InPatient,10,21,14,High-dose IV antibiotics; intracranial pressure monitoring; neurological status checks,AI-Enriched-WHO-ThaiDRG
K75.0,Abscess of liver,InPatient,7,14,10,Percutaneous needle aspiration or catheter drainage; IV antibiotic therapy; imaging follow-up,AI-Enriched-WHO-ThaiDRG
J12.9,"Viral pneumonia, unspecified",InPatient,3,7,5,Supportive care; oxygen therapy as needed; hydration; monitoring for bacterial superinfection,AI-Enriched-WHO-ThaiDRG
J13,Pneumonia due to Streptococcus pneumoniae,InPatient,4,10,6,IV penicillin or cephalosporins; monitoring for parapneumonic effusion or empyema,AI-Enriched-WHO-ThaiDRG
J14,Pneumonia due to Haemophilus influenzae,InPatient,4,9,5,Targeted antibiotic therapy; clinical stability assessment before discharge to oral antibiotics,AI-Enriched-WHO-ThaiDRG
J15.2,Staphylococcal pneumonia,InPatient,7,21,14,High risk of complications like abscess or pneumatocele; IV cloxacillin or vancomycin required,AI-Enriched-WHO-ThaiDRG
J15.5,Pneumonia due to Escherichia coli,InPatient,5,14,8,Often healthcare-associated; require IV cephalosporins or carbapenems; evaluate for aspiration risk,AI-Enriched-WHO-ThaiDRG
J15.6,Pneumonia due to other Gram-negative bacteria,InPatient,5,14,9,Broad-spectrum IV coverage based on sensitivity; frequent assessment for clinical improvement,AI-Enriched-WHO-ThaiDRG
A40.3,Sepsis due to Streptococcus pneumoniae,InPatient,7,14,10,Systemic inflammatory response; IV antibiotics; early fluid resuscitation; blood culture follow-up,AI-Enriched-WHO-ThaiDRG
A41.01,Sepsis due to Methicillin resistant Staphylococcus aureus,InPatient,10,28,14,Vancomycin or linezolid; rule out endocarditis or deep-seated infection with imaging,AI-Enriched-WHO-ThaiDRG
A41.52,Sepsis due to Pseudomonas aeruginosa,InPatient,7,21,12,Antipseudomonal beta-lactams; source control required; often occurs in immunocompromised patients,AI-Enriched-WHO-ThaiDRG
A41.81,Sepsis due to Enterococcus,InPatient,7,14,10,IV ampicillin or vancomycin; investigation of urinary tract or intra-abdominal source,AI-Enriched-WHO-ThaiDRG
B50.8,Other severe falciparum malaria,InPatient,5,10,7,IV artesunate; monitoring for renal failure or pulmonary edema; parasite count monitoring,AI-Enriched-WHO-ThaiDRG
B51.9,Plasmodium vivax malaria without complication,InPatient,2,4,3,Oral chloroquine and primaquine; check G6PD status; observation for initial response,AI-Enriched-WHO-ThaiDRG
B53.0,Plasmodium ovale malaria,InPatient,2,4,3,Antimalarial protocol similar to vivax; surveillance for relapsing hypnozoites,AI-Enriched-WHO-ThaiDRG
A15.5,"Tuberculosis of larynx, trachea and bronchus",InPatient,7,14,10,High infectiousness; airborne isolation; start intensive phase HRZE regimen,AI-Enriched-WHO-ThaiDRG
A15.7,Primary respiratory tuberculosis,InPatient,5,12,7,Diagnosis confirmed via sputum or gastric lavage; initiation of DOTS; isolation until smear-negative,AI-Enriched-WHO-ThaiDRG
A18.1,Tuberculosis of genitourinary system,InPatient,3,7,5,Evaluation of renal damage; anti-TB chemotherapy; assessment for ureteral obstruction,AI-Enriched-WHO-ThaiDRG
A18.2,Tuberculous peripheral lymphadenopathy,InPatient,2,5,3,Diagnostic biopsy or aspiration; initiation of therapy; monitoring for immune reconstitution,AI-Enriched-WHO-ThaiDRG
G00.0,Haemophilus meningitis,InPatient,10,14,12,IV ceftriaxone; adjuvant dexamethasone; monitoring for neurologic sequelae and hearing loss,AI-Enriched-WHO-ThaiDRG
G00.1,Pneumococcal meningitis,InPatient,10,14,12,High-dose IV antibiotics; monitoring of intracranial pressure; corticosteroid administration,AI-Enriched-WHO-ThaiDRG
G00.8,Other bacterial meningitis,InPatient,10,21,14,Adjust therapy to CSF culture results; monitor for seizures and clinical deterioration,AI-Enriched-WHO-ThaiDRG
G02,Meningitis in other infectious and parasitic diseases,InPatient,7,14,10,"Treatment of primary infection (fungal, parasitic); management of increased intracranial pressure",AI-Enriched-WHO-ThaiDRG
G04.2,Bacterial meningoencephalitis,InPatient,14,28,21,Often requires ICU care; long-term IV antibiotics; management of encephalopathy and seizures,AI-Enriched-WHO-ThaiDRG
L03.01,Cellulitis of finger,InPatient,2,5,3,IV antibiotics; elevation; monitoring for signs of tenosynovitis or abscess,AI-Enriched-WHO-ThaiDRG
L03.03,Cellulitis of toe,InPatient,2,5,3,IV antibiotics; special monitoring in diabetic patients for vascular compromise,AI-Enriched-WHO-ThaiDRG
L03.13,Cellulitis of chest wall,InPatient,3,7,5,Systemic antibiotics; monitoring for deep tissue spread or respiratory involvement,AI-Enriched-WHO-ThaiDRG
L03.14,Cellulitis of back,InPatient,3,7,5,IV antibiotic therapy; regular wound assessment; rule out underlying osteomyelitis or abscess,AI-Enriched-WHO-ThaiDRG
L03.15,Cellulitis of buttock,InPatient,3,7,5,Wound care; IV antibiotics; consideration of perirectal or deep tissue extension,AI-Enriched-WHO-ThaiDRG
A17.8,Other tuberculosis of nervous system,InPatient,14,42,28,CNS tuberculoma management; prolonged anti-TB therapy; concurrent steroid use often required,AI-Enriched-WHO-ThaiDRG
A39.0,Meningococcal meningitis,InPatient,7,14,10,Droplet precautions; IV ceftriaxone or penicillin; chemoprophylaxis for close contacts,AI-Enriched-WHO-ThaiDRG
A92.0,Chikungunya virus disease,InPatient,2,5,3,Pain management for severe arthralgia; hydration; rule out dengue coinfection or complication,AI-Enriched-WHO-ThaiDRG
I21.0,ST elevation myocardial infarction of anterior wall,InPatient,3,7,5,Requires cardiac monitoring and stabilization post-reperfusion therapy.,AI-Enriched-WHO-ThaiDRG
I21.1,ST elevation myocardial infarction of inferior wall,InPatient,3,7,4,Monitoring for bradyarrhythmias and right ventricular involvement.,AI-Enriched-WHO-ThaiDRG
I21.4,Non-ST elevation myocardial infarction (NSTEMI),InPatient,2,6,4,Risk stratification and timing of invasive coronary angiography.,AI-Enriched-WHO-ThaiDRG
I22.0,Subsequent ST elevation myocardial infarction of anterior wall,InPatient,5,10,7,High risk for heart failure and cardiogenic shock post-reinfarction.,AI-Enriched-WHO-ThaiDRG
I24.0,Coronary thrombosis not resulting in myocardial infarction,InPatient,2,5,3,Acute coronary syndrome management with anticoagulant therapy.,AI-Enriched-WHO-ThaiDRG
I50.21,Acute systolic heart failure,InPatient,3,8,5,Diuretic optimization and transition to guideline-directed medical therapy.,AI-Enriched-WHO-ThaiDRG
I50.31,Acute diastolic heart failure,InPatient,3,7,4,Management of fluid overload and blood pressure control.,AI-Enriched-WHO-ThaiDRG
I50.41,Acute combined systolic and diastolic heart failure,InPatient,4,10,6,Complex fluid management in patients with mixed cardiac dysfunction.,AI-Enriched-WHO-ThaiDRG
I50.23,Acute on chronic systolic heart failure,InPatient,4,9,6,Decompensated chronic failure requiring IV inotropes or intensive diuresis.,AI-Enriched-WHO-ThaiDRG
I50.1,Left ventricular failure,InPatient,3,8,5,Acute pulmonary edema management and respiratory support if needed.,AI-Enriched-WHO-ThaiDRG
I60.0,Subarachnoid hemorrhage from carotid siphon and bifurcation,InPatient,10,21,14,Monitoring for vasospasm and management of intracranial pressure.,AI-Enriched-WHO-ThaiDRG
I60.2,Subarachnoid hemorrhage from anterior communicating artery,InPatient,10,21,14,Surgical or endovascular coiling follow-up care in ICU/Stroke Unit.,AI-Enriched-WHO-ThaiDRG
I61.0,"Intracerebral hemorrhage in hemisphere, subcortical",InPatient,7,14,10,Blood pressure management and monitoring for hematoma expansion.,AI-Enriched-WHO-ThaiDRG
I61.3,Intracerebral hemorrhage in brainstem,InPatient,10,25,15,Critical care for autonomic instability and respiratory compromise.,AI-Enriched-WHO-ThaiDRG
I61.5,Intraventricular hemorrhage,InPatient,10,20,14,Risk of hydrocephalus; may require external ventricular drain.,AI-Enriched-WHO-ThaiDRG
I63.1,Cerebral infarction due to embolism of precerebral arteries,InPatient,4,10,6,Evaluation for embolic source and secondary stroke prevention.,AI-Enriched-WHO-ThaiDRG
I63.31,Cerebral infarction due to thrombosis of middle cerebral artery,InPatient,5,12,7,Monitoring for malignant MCA syndrome and early rehabilitation.,AI-Enriched-WHO-ThaiDRG
I63.41,Cerebral infarction due to embolism of middle cerebral artery,InPatient,5,12,7,Post-thrombolytic or mechanical thrombectomy care and observation.,AI-Enriched-WHO-ThaiDRG
G45.0,Vertebro-basilar artery syndrome,InPatient,2,4,3,TIA workup to prevent impending vertebrobasilar stroke.,AI-Enriched-WHO-ThaiDRG
I26.0,Pulmonary embolism with acute cor pulmonale,InPatient,7,14,10,Hemodynamic instability requiring thrombolysis or intensive monitoring.,AI-Enriched-WHO-ThaiDRG
I82.41,Acute embolism and thrombosis of femoral vein,InPatient,3,7,4,Anticoagulant titration and monitoring for pulmonary embolism.,AI-Enriched-WHO-ThaiDRG
I82.42,Acute embolism and thrombosis of iliac vein,InPatient,3,7,5,High risk for massive PE; evaluate for thrombectomy or IVC filter.,AI-Enriched-WHO-ThaiDRG
I16.0,Hypertensive urgency,InPatient,1,3,2,Oral antihypertensive adjustment and rule out end-organ damage.,AI-Enriched-WHO-ThaiDRG
I16.1,Hypertensive emergency,InPatient,3,6,4,Intravenous titration of blood pressure in acute organ failure.,AI-Enriched-WHO-ThaiDRG
I11.0,Hypertensive heart disease with heart failure,InPatient,4,8,5,Simultaneous management of hypertensive crisis and acute failure.,AI-Enriched-WHO-ThaiDRG
I13.0,Hypertensive heart and renal disease with heart failure,InPatient,5,12,8,Cardiorenal syndrome management requiring specialized nephro-cardiology care.,AI-Enriched-WHO-ThaiDRG
I62.0,Acute subdural hemorrhage,InPatient,7,20,12,Traumatic or spontaneous origin; monitoring for neurosurgical intervention.,AI-Enriched-WHO-ThaiDRG
I21.2,ST elevation myocardial infarction of other sites,InPatient,3,7,5,Lateral or posterior MI management including post-intervention care.,AI-Enriched-WHO-ThaiDRG
I82.40,"Acute embolism and thrombosis of deep veins of lower extremity, unspecified",InPatient,3,7,4,Start of low molecular weight heparin or DOAC for acute DVT.,AI-Enriched-WHO-ThaiDRG
I24.8,Other forms of acute ischemic heart disease,InPatient,2,5,3,Unstable angina or other ACS variants requiring observation.,AI-Enriched-WHO-ThaiDRG
K35.2,Acute appendicitis with generalized peritonitis,InPatient,5,10,7,Emergency appendectomy with peritoneal lavage and extended antibiotic therapy.,AI-Enriched-WHO-ThaiDRG
K35.3,Acute appendicitis with localized peritonitis,InPatient,3,6,4,Laparoscopic or open appendectomy; requires monitoring for post-operative abscess.,AI-Enriched-WHO-ThaiDRG
K36,Other appendicitis,InPatient,2,4,3,Includes interval appendectomy; monitoring for post-surgical wound infection.,AI-Enriched-WHO-ThaiDRG
K37,Unspecified appendicitis,InPatient,2,4,3,Standard appendectomy; uncomplicated recovery phase.,AI-Enriched-WHO-ThaiDRG
K80.1,Calculus of gallbladder with other cholecystitis,InPatient,3,5,3,Cholecystectomy for chronic symptomatic stones with inflammatory changes.,AI-Enriched-WHO-ThaiDRG
K80.3,Calculus of bile duct with cholangitis,InPatient,4,8,5,ERCP followed by cholecystectomy; focus on resolving biliary infection.,AI-Enriched-WHO-ThaiDRG
K80.4,Calculus of bile duct with cholecystitis,InPatient,4,7,5,Biliary clearance and cholecystectomy; management of dual inflammatory sites.,AI-Enriched-WHO-ThaiDRG
K80.5,Calculus of bile duct without cholangitis or cholecystitis,InPatient,2,4,3,Biliary stone extraction; often involves ERCP and sphincterotomy.,AI-Enriched-WHO-ThaiDRG
K81.1,Chronic cholecystitis,InPatient,2,4,3,Elective laparoscopic cholecystectomy for recurrent gallbladder pain.,AI-Enriched-WHO-ThaiDRG
K82.1,Hydrops of gallbladder,InPatient,3,5,4,Urgent cholecystectomy for distended gallbladder due to ductal obstruction.,AI-Enriched-WHO-ThaiDRG
K40.2,"Bilateral inguinal hernia, without obstruction or gangrene",InPatient,2,4,3,Simultaneous bilateral repair using mesh (hernioplasty); post-op mobility check.,AI-Enriched-WHO-ThaiDRG
K40.3,"Unilateral inguinal hernia, with obstruction, without gangrene",InPatient,3,5,4,Incarcerated hernia repair; assessing bowel viability post-reduction.,AI-Enriched-WHO-ThaiDRG
K41.2,"Bilateral femoral hernia, without obstruction or gangrene",InPatient,2,4,3,Elective repair of femoral canals to prevent future strangulation.,AI-Enriched-WHO-ThaiDRG
K42.0,"Umbilical hernia with obstruction, without gangrene",InPatient,2,5,3,Urgent repair of umbilical defect containing entrapped omentum or bowel.,AI-Enriched-WHO-ThaiDRG
K43.0,"Ventral hernia with obstruction, without gangrene",InPatient,3,6,4,Repair of obstructed incisional or epigastric hernia; abdominal wall reconstruction.,AI-Enriched-WHO-ThaiDRG
S42.0,Fracture of clavicle,InPatient,2,4,3,Open reduction and internal fixation (ORIF) with plate for displaced fractures.,AI-Enriched-WHO-ThaiDRG
S42.4,Fracture of lower end of humerus,InPatient,3,7,5,Supracondylar fixation; early range of motion monitoring for elbow stiffness.,AI-Enriched-WHO-ThaiDRG
S52.1,Fracture of upper end of radius,InPatient,2,5,3,Radial head fixation or replacement; pain management for mobilization.,AI-Enriched-WHO-ThaiDRG
S52.2,Fracture of shaft of ulna,InPatient,2,5,3,ORIF ulna shaft; monitoring for compartment syndrome and neurovascular status.,AI-Enriched-WHO-ThaiDRG
S62.1,Fracture of other carpal bone(s),InPatient,1,3,2,"Internal fixation of complex carpal fractures (e.g., lunate, triquetrum).",AI-Enriched-WHO-ThaiDRG
S72.3,Fracture of shaft of femur,InPatient,7,14,10,Intramedullary nailing; focus on blood loss management and early ambulation.,AI-Enriched-WHO-ThaiDRG
S72.4,Fracture of lower end of femur,InPatient,7,14,10,Distal femur plating or retrograde nail; extensive physical therapy needed.,AI-Enriched-WHO-ThaiDRG
S82.0,Fracture of patella,InPatient,3,6,4,Tension band wiring or screw fixation; weight-bearing restriction monitoring.,AI-Enriched-WHO-ThaiDRG
S82.4,Fracture of fibula alone,InPatient,2,5,3,ORIF fibula shaft for unstable patterns or associated syndesmosis injury.,AI-Enriched-WHO-ThaiDRG
S82.6,Fracture of lateral malleolus,InPatient,2,5,3,Ankle ORIF; post-operative skin integrity and wound healing monitoring.,AI-Enriched-WHO-ThaiDRG
S92.0,Fracture of calcaneus,InPatient,3,7,5,Open reduction for intra-articular fractures; high risk of wound complications.,AI-Enriched-WHO-ThaiDRG
S92.3,Fracture of metatarsal bone,InPatient,2,5,3,Fixation of Lisfranc injuries or multiple metatarsal fractures.,AI-Enriched-WHO-ThaiDRG
M16.0,"Primary coxarthrosis, bilateral",InPatient,7,14,10,Total hip arthroplasty; staged or simultaneous; intensive inpatient rehab.,AI-Enriched-WHO-ThaiDRG
M17.2,"Post-traumatic gonarthrosis, bilateral",InPatient,6,12,8,Total knee replacement for secondary arthritis; complex soft tissue management.,AI-Enriched-WHO-ThaiDRG
M17.3,Other post-traumatic gonarthrosis,InPatient,4,7,5,Unilateral knee arthroplasty after previous joint trauma; monitoring function.,AI-Enriched-WHO-ThaiDRG
