icd_code,diagnosis_group,expected_drug_classes,red_flag_drugs,max_drug_count,notes
F43,stress_and_adjustment_disorders,SSRIs(short_course_if_needed);benzodiazepines(very_short_term);psychotherapy(CBT_or_trauma_focused);hydroxyzine;sleep_hygiene,long_term_benzodiazepines;antipsychotics(unless_psychotic_features),4,Thai_psychiatric_guidelines;psychotherapy_first_line;medication_adjunctive_only;PTSD_specific_protocols
G20,parkinson_disease,levodopa_carbidopa;dopamine_agonists(pramipexole_or_ropinirole);MAO_B_inhibitors(selegiline_or_rasagiline);COMT_inhibitors(entacapone);amantadine;anticholinergics(trihexyphenidyl),antipsychotics(typical_worsen_parkinsonism);metoclopramide(dopamine_antagonist);abrupt_levodopa_withdrawal,7,Thai_neurology_society_guidelines;levodopa_first_line_for_elderly;dopamine_agonist_first_for_younger;wearing_off_management
G35,multiple_sclerosis,disease_modifying_therapies(interferon_beta_or_glatiramer_or_fingolimod);IV_methylprednisolone(acute_relapse);baclofen(spasticity);gabapentin(neuropathic_pain);symptomatic_treatment,live_vaccines_on_DMTs;fingolimod_without_cardiac_monitoring_first_dose,7,Thai_neurology_society_guidelines;MRI_monitoring;relapse_management;rare_in_Southeast_Asia;specialist_initiation_only
G40,epilepsy,antiepileptics(valproate_or_carbamazepine_or_levetiracetam_or_phenytoin_or_lamotrigine);benzodiazepines(status_epilepticus_diazepam_or_lorazepam);rescue_medication,valproate_in_women_of_childbearing_age;phenytoin_without_level_monitoring;abrupt_AED_withdrawal;enzyme_inducing_AEDs_with_OCP,5,Thai_epilepsy_society_guidelines;monotherapy_preferred;therapeutic_drug_monitoring;driving_restriction_counseling;NHSO_covers_first_line_AEDs
G43,migraine,triptans(sumatriptan_or_eletriptan);NSAIDs(ibuprofen_or_naproxen);antiemetics(metoclopramide);preventive(propranolol_or_topiramate_or_amitriptyline_or_flunarizine);CGRP_antagonists,ergotamines_with_triptans;triptans_in_hemiplegic_migraine;opioids(medication_overuse_headache),6,Thai_headache_society_guidelines;flunarizine_widely_used_in_Thailand;medication_overuse_headache_awareness;lifestyle_modification
G47,sleep_disorders,sleep_hygiene_education;benzodiazepine_receptor_agonists(zolpidem_or_zopiclone_short_term);melatonin;trazodone(low_dose);CPAP(for_OSA),long_term_benzodiazepines;antihistamines_chronic_use(tolerance);barbiturates,3,Thai_sleep_society_guidelines;CBT_I_first_line_for_insomnia;OSA_screening_with_Epworth;sleep_study_if_indicated
G56,carpal_tunnel_syndrome,NSAIDs(short_course);wrist_splinting;corticosteroid_injection(local);gabapentin_or_pregabalin(neuropathic_pain);physical_therapy,prolonged_NSAIDs;opioids;repeated_steroid_injections(tendon_damage),4,Thai_rehabilitation_guidelines;nerve_conduction_study_for_diagnosis;surgical_release_if_refractory
G62,polyneuropathy,neuropathic_pain_agents(gabapentin_or_pregabalin_or_amitriptyline_or_duloxetine);vitamin_B_complex;alpha_lipoic_acid;topical_capsaicin;physical_therapy,opioids_as_first_line;nephrotoxic_agents;excessive_gabapentinoid_doses,5,Thai_neurology_guidelines;identify_underlying_cause(DM_alcohol_B12);nerve_conduction_study;glycemic_control_if_diabetic
H10,conjunctivitis,topical_antibiotics(chloramphenicol_or_ofloxacin_eye_drops);artificial_tears;antihistamine_eye_drops(olopatadine_if_allergic);topical_NSAIDs;cold_compresses,topical_corticosteroids(without_ophthalmology_review);contact_lens_wear_during_infection,4,Thai_ophthalmology_guidelines;differentiate_viral_vs_bacterial_vs_allergic;hand_hygiene;viral_self_limiting
H25,senile_cataract,surgical_management(phacoemulsification_with_IOL);topical_antibiotics(post_surgical);topical_corticosteroids(post_surgical);topical_NSAIDs(post_surgical);artificial_tears,anticoagulants(may_need_adjustment_pre_surgical),5,Thai_ophthalmology_guidelines;NHSO_covers_cataract_surgery;visual_acuity_threshold_for_surgery
H26,other_cataract,surgical_management(phacoemulsification);topical_antibiotics(post_op);topical_steroids(post_op);artificial_tears;mydriatics(post_op),anticoagulants_pre_surgical_without_review,5,Thai_ophthalmology_guidelines;age_appropriate_IOL_selection;post_op_follow_up_schedule
H40,glaucoma,topical_prostaglandin_analogues(latanoprost_or_travoprost);topical_beta_blockers(timolol);topical_carbonic_anhydrase_inhibitors(dorzolamide);oral_acetazolamide(acute);laser_or_surgical,systemic_beta_blockers(additive_effect);corticosteroids(raise_IOP);anticholinergics(angle_closure_risk),5,Thai_ophthalmology_guidelines;IOP_monitoring;visual_field_testing;angle_closure_common_in_Asian_populations
H60,otitis_externa,topical_antibiotics(ciprofloxacin_or_ofloxacin_ear_drops);topical_corticosteroid_combinations;acetic_acid_drops;analgesics(paracetamol_or_NSAIDs);aural_toilet,oral_antibiotics(unless_severe_or_spreading);aminoglycoside_ear_drops(if_TM_perforation),4,Thai_ENT_guidelines;keep_ear_dry;fungal_otitis_common_in_tropical_climate;wick_placement_if_swollen
H66,otitis_media,antibiotics(amoxicillin_first_line;amox_clav_if_resistant);analgesics(paracetamol_or_ibuprofen);antipyretics;decongestants;myringotomy(if_recurrent),fluoroquinolones_in_children;prolonged_antibiotics_without_review;ototoxic_agents,5,Thai_ENT_and_pediatric_guidelines;watchful_waiting_option_for_mild;amoxicillin_first_line;tympanometry_follow_up
I26,pulmonary_embolism,anticoagulants(heparin_then_warfarin_or_DOACs);thrombolytics(alteplase_if_massive);analgesics;oxygen_therapy;IVC_filter(if_anticoagulation_contraindicated),NSAIDs(with_anticoagulants);aspirin_monotherapy_for_PE,7,Thai_hematology_and_pulmonary_guidelines;CTPA_for_diagnosis;Wells_score;DVT_screening;long_term_anticoagulation_3_to_6_months
I42,cardiomyopathy,ACE_inhibitors;beta_blockers(carvedilol_or_bisoprolol);diuretics(furosemide);MRAs(spironolactone);SGLT2_inhibitors;ARNI(sacubitril_valsartan);anticoagulants(if_AF_or_thrombus),NSAIDs;non_DHP_CCBs(in_HCM_with_obstruction);type_1C_antiarrhythmics,8,Thai_HF_guidelines;echocardiography_mandatory;genetic_testing_if_familial;ICD_consideration_for_high_risk
I70,atherosclerosis,statins(high_intensity);antiplatelet(aspirin_or_clopidogrel);ACE_inhibitors;antihypertensives;cilostazol(intermittent_claudication);lifestyle_modification,dual_antiplatelet_without_indication;NSAIDs(CV_risk),6,Thai_vascular_surgery_guidelines;ABI_measurement;risk_factor_modification;smoking_cessation_critical
I73,peripheral_vascular_disease,antiplatelet(aspirin_or_clopidogrel);statins;cilostazol;pentoxifylline;antihypertensives;supervised_exercise_program,NSAIDs(CV_and_renal_risk);beta_blockers(may_worsen_claudication_relative),5,Thai_vascular_surgery_guidelines;ABI_measurement;wound_care_if_ulcers;revascularization_if_critical_ischemia
I80,phlebitis_and_DVT,anticoagulants(heparin_then_warfarin_or_DOACs_rivaroxaban_apixaban);compression_stockings;analgesics;elevation;early_mobilization,NSAIDs_with_anticoagulants;aspirin_monotherapy_for_DVT;IM_injections_on_anticoagulants,5,Thai_hematology_guidelines;Doppler_ultrasound_for_diagnosis;duration_3_to_6_months;cancer_screening_if_unprovoked
I83,varicose_veins,compression_stockings;NSAIDs(for_pain);topical_heparinoids;sclerotherapy;surgical_intervention(stripping_or_endovenous),oral_anticoagulants(unless_DVT);prolonged_NSAIDs,4,Thai_vascular_surgery_guidelines;duplex_ultrasound;CEAP_classification;lifestyle_modification;elevation
I84,hemorrhoids,topical_treatment(lidocaine_hydrocortisone);stool_softeners(lactulose);fiber_supplementation;sitz_baths;flavonoids(diosmin);rubber_band_ligation(grade_2_3),prolonged_topical_steroids;opioids(worsen_constipation),5,Thai_colorectal_surgery_guidelines;grade_determines_management;dietary_fiber_first_line;surgical_for_grade_3_4
J00,common_cold,antipyretics(paracetamol);antihistamines(chlorpheniramine_or_loratadine);decongestants(pseudoephedrine);throat_lozenges;saline_nasal_spray,antibiotics(not_indicated);codeine(in_children);excessive_decongestants,4,Thai_antibiotic_stewardship_program;viral_self_limiting;symptomatic_treatment_only;handwashing_prevention
J01,acute_sinusitis,analgesics(paracetamol_or_ibuprofen);decongestants(pseudoephedrine_or_oxymetazoline_nasal);saline_irrigation;antibiotics(amoxicillin_if_bacterial_after_10_days);intranasal_corticosteroids,antibiotics_before_10_days(unless_severe);prolonged_topical_decongestants(rhinitis_medicamentosa),5,Thai_ENT_guidelines;viral_vs_bacterial_differentiation;amoxicillin_first_line_if_bacterial;nasal_irrigation_recommended
J02,acute_pharyngitis,analgesics(paracetamol_or_ibuprofen);throat_lozenges;warm_saline_gargle;antibiotics(penicillin_V_or_amoxicillin_if_GAS_confirmed),antibiotics_without_rapid_strep_test_or_culture;macrolides_as_first_line;corticosteroids(routine_use),4,Thai_antibiotic_stewardship;rapid_strep_test_recommended;penicillin_first_line_for_GAS;viral_most_common
J03,acute_tonsillitis,analgesics(paracetamol_or_ibuprofen);antibiotics(penicillin_V_or_amoxicillin_if_bacterial);corticosteroids(dexamethasone_single_dose_if_severe);throat_lozenges;IV_fluids(if_unable_to_swallow),broad_spectrum_antibiotics_without_indication;prolonged_steroids;amoxicillin_if_EBV_suspected(rash),5,Thai_ENT_guidelines;Centor_score_for_antibiotics;tonsillectomy_if_recurrent;peritonsillar_abscess_screening
J10,influenza_identified_virus,antivirals(oseltamivir_within_48h);antipyretics(paracetamol);IV_fluids(if_dehydrated);oxygen(if_hypoxic);antibiotics(if_secondary_bacterial),aspirin_in_children(Reye_syndrome);antibiotics_without_bacterial_indication,5,Thai_MOPH_influenza_guidelines;notify_DDC;oseltamivir_within_48h_onset;high_risk_groups_prioritized;annual_vaccination_recommended
J11,influenza_virus_not_identified,antivirals(oseltamivir_empiric_if_high_risk);antipyretics(paracetamol);supportive_care;IV_fluids(if_dehydrated);oxygen(if_hypoxic),aspirin_in_children;antibiotics_routinely,5,Thai_MOPH_influenza_guidelines;clinical_diagnosis_acceptable;rapid_influenza_test_if_available;supportive_care_mainstay
J20,acute_bronchitis,antipyretics(paracetamol);bronchodilators(salbutamol_if_wheezing);cough_suppressants(dextromethorphan);expectorants(guaifenesin);adequate_hydration,antibiotics(not_indicated_for_viral);codeine(in_children);inhaled_corticosteroids(not_indicated),4,Thai_antibiotic_stewardship;viral_etiology_predominant;cough_may_last_3_weeks;bronchodilators_only_if_wheezing
J21,acute_bronchiolitis,supportive_care;oxygen(if_hypoxic);nasal_suctioning;IV_fluids(if_unable_to_feed);nebulized_hypertonic_saline,bronchodilators(limited_evidence);corticosteroids(not_recommended);antibiotics(unless_secondary_infection),4,Thai_pediatric_guidelines;RSV_commonest_cause;supportive_care_mainstay;high_flow_nasal_cannula_if_available
J22,lower_respiratory_infection_unspecified,antibiotics(amoxicillin_or_amox_clav);antipyretics(paracetamol);bronchodilators(if_wheezing);oxygen(if_hypoxic);IV_fluids,fluoroquinolones_as_first_line;aminoglycosides_monotherapy,6,Thai_CPG_for_lower_respiratory_infection;chest_xray_recommended;sputum_culture_if_available;amoxicillin_first_line_outpatient
J47,bronchiectasis,airway_clearance_therapy;inhaled_bronchodilators;inhaled_corticosteroids(if_overlap_with_asthma);antibiotics(acute_exacerbation_amoxicillin_or_doxycycline);long_term_macrolides(azithromycin_if_frequent_exacerbations);mucolytics,fluoroquinolones_as_first_line;prolonged_antibiotics_without_sputum_culture,7,Thai_pulmonary_guidelines;sputum_culture_guided_therapy;HRCT_for_diagnosis;Pseudomonas_coverage_if_severe
J84,interstitial_pulmonary_disease,corticosteroids(prednisolone);antifibrotics(pirfenidone_or_nintedanib_for_IPF);immunosuppressants(azathioprine_mycophenolate);oxygen_therapy;pulmonary_rehabilitation,methotrexate(hepatotoxic_and_pulmonary_toxic);cyclophosphamide_without_monitoring,6,Thai_pulmonary_guidelines;HRCT_pattern_guides_treatment;MDT_discussion;lung_transplant_consideration;specialist_management
K04,dental_and_periapical_disease,analgesics(paracetamol_or_ibuprofen);antibiotics(amoxicillin_or_metronidazole_if_abscess);local_anesthetics;chlorhexidine_mouthwash;dental_procedures,prolonged_antibiotics_without_dental_treatment;opioids_for_dental_pain,4,Thai_dental_association_guidelines;dental_treatment_definitive;antibiotics_adjunctive_only;drainage_if_abscess
K20,esophagitis,proton_pump_inhibitors(omeprazole_or_esomeprazole);H2_blockers;antacids;sucralfate;dietary_modification,long_term_PPI_without_review;NSAIDs;bisphosphonates(worsen_esophagitis),4,Thai_GI_society_guidelines;endoscopy_if_alarm_symptoms;PPI_8_week_course;lifestyle_modification
K26,duodenal_ulcer,proton_pump_inhibitors;H_pylori_eradication(clarithromycin_amoxicillin_PPI);antacids;sucralfate;bismuth_quadruple_therapy(if_resistant),NSAIDs;aspirin(unless_with_PPI_cover);corticosteroids,6,Thai_GI_society_guidelines;H_pylori_test_and_treat;urea_breath_test_for_eradication_confirmation;PPI_4_to_8_weeks
K27,peptic_ulcer_unspecified,proton_pump_inhibitors;H_pylori_eradication(if_positive);antacids;sucralfate;cytoprotective_agents(rebamipide),NSAIDs;aspirin(without_PPI_cover);corticosteroids;anticoagulants(increase_bleeding_risk),5,Thai_GI_society_guidelines;endoscopy_for_alarm_features;H_pylori_testing;rebamipide_widely_used_in_Thailand
K29,gastritis_and_duodenitis,proton_pump_inhibitors;H2_blockers;antacids;H_pylori_eradication(if_positive);cytoprotective_agents(rebamipide_or_sucralfate),NSAIDs;aspirin;alcohol;corticosteroids,5,Thai_GI_society_guidelines;H_pylori_testing_recommended;rebamipide_for_mucosal_protection;lifestyle_modification
K40,inguinal_hernia,analgesics(paracetamol_or_NSAIDs);surgical_repair(open_or_laparoscopic);antibiotics(surgical_prophylaxis_cefazolin);stool_softeners;truss(if_surgery_deferred),opioids_prolonged;heavy_lifting_post_op,5,Thai_surgical_society_guidelines;elective_repair_recommended;mesh_repair_standard;emergency_surgery_if_incarcerated
K50,crohn_disease,5_ASA(mesalazine);corticosteroids(budesonide_or_prednisolone);immunomodulators(azathioprine_or_methotrexate);biologics(infliximab_or_adalimumab);antibiotics(metronidazole_or_ciprofloxacin_for_fistulae),NSAIDs(trigger_flares);live_vaccines_on_immunosuppression;opioids(ileus_risk),8,Thai_GI_society_IBD_guidelines;step_up_approach;tuberculosis_screening_before_biologics;nutritional_support
K51,ulcerative_colitis,5_ASA(mesalazine_oral_and_rectal);corticosteroids(prednisolone_for_flares);immunomodulators(azathioprine);biologics(infliximab_or_vedolizumab);cyclosporine(acute_severe),NSAIDs(trigger_flares);live_vaccines_on_immunosuppression;prolonged_steroids,8,Thai_GI_society_IBD_guidelines;colonoscopy_surveillance;TB_screening_before_biologics;colectomy_if_refractory
K56,intestinal_obstruction,IV_fluids;nasogastric_decompression;analgesics(paracetamol_or_opioids);antibiotics(if_strangulation_suspected);electrolyte_correction;surgical_intervention(if_indicated),oral_feeding_during_obstruction;laxatives(mechanical_obstruction);excessive_opioids(worsen_ileus),7,Thai_surgical_society_guidelines;plain_abdominal_xray;CT_if_equivocal;conservative_vs_operative_management
K57,diverticular_disease,high_fiber_diet;antibiotics(amoxicillin_clav_or_ciprofloxacin_plus_metronidazole_for_diverticulitis);analgesics(paracetamol);antispasmodics;IV_fluids(if_acute),NSAIDs(increase_perforation_risk);opioids(worsen_diverticulitis);corticosteroids(perforation_risk),6,Thai_colorectal_surgery_guidelines;CT_for_complicated_diverticulitis;outpatient_management_uncomplicated;colonoscopy_after_resolution
K70,alcoholic_liver_disease,abstinence_support;corticosteroids(prednisolone_for_severe_alcoholic_hepatitis);pentoxifylline(if_steroids_contraindicated);thiamine;folic_acid;diuretics(if_ascites);lactulose(if_encephalopathy),hepatotoxic_drugs;NSAIDs(renal_risk_in_cirrhosis);sedatives(hepatic_encephalopathy),7,Thai_hepatology_guidelines;Maddrey_discriminant_function_for_steroids;alcohol_cessation_critical;nutritional_support
K74,hepatic_fibrosis_and_cirrhosis,diuretics(spironolactone_furosemide_for_ascites);lactulose(hepatic_encephalopathy);rifaximin;propranolol(variceal_prophylaxis);albumin(SBP);antiviral(if_viral_etiology),NSAIDs;aminoglycosides;sedatives;hepatotoxic_drugs;high_dose_paracetamol,8,Thai_hepatology_guidelines;Child_Pugh_and_MELD_scoring;variceal_screening;HCC_surveillance;liver_transplant_consideration
K85,acute_pancreatitis,IV_fluids(aggressive);analgesics(paracetamol_opioids);antiemetics;NPO_then_early_refeeding;antibiotics(only_if_infected_necrosis);octreotide(limited_evidence),NSAIDs(limited_data);excessive_opioids;alcohol;enteral_feeding_delay,7,Thai_GI_society_guidelines;Ranson_or_APACHE_scoring;CT_severity_index;ERCP_if_biliary;gallstone_pancreatitis_cholecystectomy
K86,chronic_pancreatitis,pancreatic_enzyme_replacement;analgesics(paracetamol_tramadol_stepping_up);PPIs(protect_enzyme_supplements);insulin(if_endocrine_insufficiency);fat_soluble_vitamins(ADEK);antioxidants,alcohol;NSAIDs(GI_risk);excessive_opioids(dependence),7,Thai_GI_society_guidelines;alcohol_cessation_essential;MRCP_for_ductal_assessment;EUS_guided_therapy;malnutrition_screening
L01,impetigo,topical_antibiotics(mupirocin_or_fusidic_acid);oral_antibiotics(dicloxacillin_or_cephalexin_if_extensive);antiseptic_wash(chlorhexidine);wound_care,fluoroquinolones;prolonged_antibiotics;topical_steroids(spread_infection),3,Thai_dermatology_guidelines;Staph_and_Strep_common_causes;hygiene_education;school_exclusion_until_treated
L02,cutaneous_abscess,incision_and_drainage;antibiotics(dicloxacillin_or_clindamycin_or_TMP_SMX_if_MRSA);analgesics(paracetamol_or_NSAIDs);wound_care;warm_compresses,antibiotics_without_drainage;fluoroquinolones_as_first_line,4,Thai_surgical_and_ID_guidelines;I_and_D_primary_treatment;culture_if_recurrent_or_MRSA_risk;wound_packing
L08,other_skin_infections,topical_antibiotics(mupirocin);oral_antibiotics(cephalexin_or_clindamycin);antifungals(if_fungal);antiseptic_wash;wound_care,broad_spectrum_antibiotics_without_culture;prolonged_topical_steroids,4,Thai_dermatology_guidelines;identify_causative_organism;hygiene_measures;tropical_skin_infections_common
L20,atopic_dermatitis,emollients;topical_corticosteroids(hydrocortisone_or_betamethasone);topical_calcineurin_inhibitors(tacrolimus_or_pimecrolimus);antihistamines(cetirizine);antibiotics(if_secondary_infection);immunosuppressants(cyclosporine_severe),potent_topical_steroids_on_face;prolonged_oral_steroids;topical_steroids_without_emollients,6,Thai_dermatology_guidelines;emollients_cornerstone;step_wise_topical_steroids;trigger_avoidance;skin_care_education
